TimeString,X,Y,Z,Speed,BatteryStatus
00:00:05,-83.81253,-68.61453,-6.464203,2,0.8499828
00:00:10,-45.43486,-116.7435,-44.89486,2,0.6999652
00:00:15,17.57326,-127.3037,-48.71268,2,0.5497367
00:00:20,86.79341,-137.5647,-35.65708,2,0.3997079
00:00:25,142.4,-179.2,-19.5,2,0.26522
00:00:30,142.4,-179.2,-19.5,2,0.3152266
00:00:35,142.4,-179.2,-19.5,2,0.3665913
00:00:40,142.4,-179.2,-19.5,2,0.4179736
00:00:45,142.4,-179.2,-19.5,2,0.4691267
00:00:50,142.4,-179.2,-19.5,2,0.5190322
00:00:55,142.4,-179.2,-19.5,2,0.5698631
00:01:00,142.4,-179.2,-19.5,2,0.6201109
00:01:05,142.4,-179.2,-19.5,2,0.6707308
00:01:10,142.4,-179.2,-19.5,2,0.7214359
00:01:15,142.4,-179.2,-19.5,2,0.7721007
00:01:20,142.4,-179.2,-19.5,2,0.8231511
00:01:25,142.4,-179.2,-19.5,2,0.8758835
00:01:30,142.4,-179.2,-19.5,2,0.9265636
00:01:35,142.4,-179.2,-19.5,2,0.9769673
00:01:41,156.5557,-151.3442,-13.15435,2,0.9551975
00:01:46,196.151,-95.37549,4.671132,2,0.8520729
